strategy,model,date,position,executed_position,turnover,strategy_return,equity,drawdown
StableHGB,stable_hgb,2025/01/02,1.0,1.0,0.0,-0.007880216321815792,99211.97836781842,-0.007880216321815792
StableHGB,stable_hgb,2025/01/03,1.0,1.0,0.0,-0.047828311462035256,94466.83696567769,-0.05533163034322308
StableHGB,stable_hgb,2025/01/06,1.0,1.0,0.0,-0.006965038296092518,93808.87182850101,-0.06191128171498994
StableHGB,stable_hgb,2025/01/07,1.0,1.0,0.0,0.03666059264155752,97247.96066476977,-0.027520393352302386
StableHGB,stable_hgb,2025/01/08,1.0,1.0,0.0,-0.0023530938670022206,97019.12708495103,-0.02980872915048971
StableHGB,stable_hgb,2025/01/09,1.0,1.0,0.0,0.005732579547672145,97575.29694861123,-0.02424703051388777
StableHGB,stable_hgb,2025/01/10,1.0,1.0,0.0,-0.03154771947584489,94497.01885270418,-0.05502981147295827
StableHGB,stable_hgb,2025/01/13,1.0,1.0,0.0,0.009250844219383714,95371.1960533067,-0.04628803946693294
StableHGB,stable_hgb,2025/01/14,1.0,1.0,0.0,0.05471148230514955,100589.09555859814,0.0
StableHGB,stable_hgb,2025/01/15,1.0,1.0,0.0,0.0002536797198067209,100614.61297217506,0.0
StableHGB,stable_hgb,2025/01/16,1.0,1.0,0.0,0.009460126480445696,101566.43993667293,0.0
StableHGB,stable_hgb,2025/01/17,1.0,1.0,0.0,-0.005173354657099671,101041.00072162152,-0.005173354657099671
StableHGB,stable_hgb,2025/01/20,1.0,1.0,0.0,0.017091603281457424,102767.95342111694,0.0
StableHGB,stable_hgb,2025/01/21,1.0,1.0,0.0,-0.011275013683268997,101609.24334009229,-0.011275013683268997
StableHGB,stable_hgb,2025/01/22,1.0,1.0,0.0,-0.010860818422885998,100505.6837980887,-0.022013376229825465
StableHGB,stable_hgb,2025/01/23,1.0,1.0,0.0,0.002743652743652847,100781.43649319404,-0.019330120546262708
StableHGB,stable_hgb,2025/01/24,1.0,1.0,0.0,0.009125930765984558,101701.1609051274,-0.010380595122081449
StableHGB,stable_hgb,2025/01/27,1.0,1.0,0.0,-0.0007581132961200776,101624.05990281438,-0.011130838751017835
StableHGB,stable_hgb,2025/02/05,1.0,1.0,0.0,0.022339460440201186,103894.28656878594,0.0
StableHGB,stable_hgb,2025/02/06,1.0,1.0,0.0,0.014908226594480434,105443.1661348253,0.0
StableHGB,stable_hgb,2025/02/07,1.0,1.0,0.0,0.010726134870347126,106574.16375594384,0.0
StableHGB,stable_hgb,2025/02/10,1.0,1.0,0.0,0.025838209965063363,109327.84937592097,0.0
StableHGB,stable_hgb,2025/02/11,1.0,1.0,0.0,-0.0015334305426236705,109160.20271252858,-0.0015334305426235595
StableHGB,stable_hgb,2025/02/12,1.0,1.0,0.0,0.004069454708150566,109604.42521339975,0.0
StableHGB,stable_hgb,2025/02/13,1.0,1.0,0.0,-0.01274968019406153,108207.00384407496,-0.012749680194061641
StableHGB,stable_hgb,2025/02/14,1.0,1.0,0.0,0.0013591366439467123,108354.07194813111,-0.011407872107665362
StableHGB,stable_hgb,2025/02/17,1.0,1.0,0.0,0.025760691205964026,111145.34773649574,0.0
StableHGB,stable_hgb,2025/02/18,1.0,1.0,0.0,-0.024294146544977857,108445.16637079278,-0.024294146544977857
StableHGB,stable_hgb,2025/02/19,1.0,1.0,0.0,0.02056998856379466,110675.8822028388,-0.0042238882977806425
StableHGB,stable_hgb,2025/02/20,1.0,1.0,0.0,0.012465106131900106,112055.46882073884,0.0
StableHGB,stable_hgb,2025/02/21,1.0,1.0,0.0,-0.0032811451686362014,111687.7985605984,-0.0032811451686363124
StableHGB,stable_hgb,2025/02/24,1.0,1.0,0.0,0.012104045163541022,113039.67271859237,0.0
StableHGB,stable_hgb,2025/02/25,1.0,1.0,0.0,-0.00353171626846871,112640.44866746974,-0.00353171626846871
StableHGB,stable_hgb,2025/02/26,1.0,1.0,0.0,0.014554498375255243,114279.87389458844,0.0
StableHGB,stable_hgb,2025/02/27,1.0,1.0,0.0,-0.0016638615513528965,114089.72800632178,-0.0016638615513528965
StableHGB,stable_hgb,2025/02/28,1.0,1.0,0.0,-0.025689741419116396,111158.79239526205,-0.02731085879745787
StableHGB,stable_hgb,2025/03/03,1.0,1.0,0.0,0.0067978851024126374,111914.43709408799,-0.02069862977519843
StableHGB,stable_hgb,2025/03/04,1.0,1.0,0.0,0.016752476218495627,113789.28104001303,-0.004292906859767243
StableHGB,stable_hgb,2025/03/05,1.0,1.0,0.0,-0.004031703853026092,113330.51635721094,-0.008307302983665998
StableHGB,stable_hgb,2025/03/06,1.0,1.0,0.0,0.016790100740604608,115233.34714383325,0.0
StableHGB,stable_hgb,2025/03/07,1.0,1.0,0.0,-0.004631217021925038,114699.67650504733,-0.004631217021925038
StableHGB,stable_hgb,2025/03/10,1.0,1.0,0.0,0.015357712705517113,116461.2011842276,0.0
StableHGB,stable_hgb,2025/03/11,1.0,1.0,0.0,0.006712199994816759,117242.91205821274,0.0
StableHGB,stable_hgb,2025/03/12,1.0,1.0,0.0,0.0049988298619236815,117828.98942810822,0.0
StableHGB,stable_hgb,2025/03/13,1.0,1.0,0.0,-0.007160554774168881,116985.2684953233,-0.00716055477416877
StableHGB,stable_hgb,2025/03/14,1.0,1.0,0.0,0.01987048533988811,119309.82255794249,0.0
StableHGB,stable_hgb,2025/03/17,1.0,1.0,0.0,0.010316604305560917,120540.69478703947,0.0
StableHGB,stable_hgb,2025/03/18,1.0,1.0,0.0,0.008615607337720599,121579.22608154062,0.0
StableHGB,stable_hgb,2025/03/19,1.0,1.0,0.0,-0.004718982451072384,121005.49584724687,-0.004718982451072384
StableHGB,stable_hgb,2025/03/20,1.0,1.0,0.0,0.0038774367195524295,121474.68700011264,-0.0008598432873546669
StableHGB,stable_hgb,2025/03/21,1.0,1.0,0.0,-0.012780000135524938,119922.24048378835,-0.013628854625550635
StableHGB,stable_hgb,2025/03/24,1.0,1.0,0.0,-0.0394906936039261,115186.42802854672,-0.05258133530728659
StableHGB,stable_hgb,2025/03/25,1.0,1.0,0.0,-0.0022772477697979854,114924.11999220774,-0.054738842348523
StableHGB,stable_hgb,2025/03/26,1.0,1.0,0.0,0.02385346509123809,117665.45847658312,-0.03219108832238016
StableHGB,stable_hgb,2025/03/27,1.0,1.0,0.0,-0.007051581009234198,116835.73096414682,-0.03901567126453365
StableHGB,stable_hgb,2025/03/28,0.0,1.0,0.0,-0.022324196366505622,114227.46716347898,-0.06046887412435875
StableHGB,stable_hgb,2025/03/31,0.0,0.0,1.0,-0.0,114227.46716347898,-0.06046887412435875
StableHGB,stable_hgb,2025/04/01,0.0,0.0,0.0,0.0,114227.46716347898,-0.06046887412435875
StableHGB,stable_hgb,2025/04/02,0.0,0.0,0.0,0.0,114227.46716347898,-0.06046887412435875
StableHGB,stable_hgb,2025/04/03,0.0,0.0,0.0,0.0,114227.46716347898,-0.06046887412435875
StableHGB,stable_hgb,2025/04/07,0.0,0.0,0.0,-0.0,114227.46716347898,-0.06046887412435875
StableHGB,stable_hgb,2025/04/08,1.0,0.0,0.0,0.0,114227.46716347898,-0.06046887412435875
StableHGB,stable_hgb,2025/04/09,1.0,1.0,1.0,0.034474188258622585,118165.36637077839,-0.02807930121608626
StableHGB,stable_hgb,2025/04/10,1.0,1.0,0.0,0.03594204563853731,122412.47136177139,0.0
StableHGB,stable_hgb,2025/04/11,1.0,1.0,0.0,0.007469402674666226,123326.8194027735,0.0
StableHGB,stable_hgb,2025/04/14,1.0,1.0,0.0,0.02688365761870437,126642.29539080145,0.0
StableHGB,stable_hgb,2025/04/15,1.0,1.0,0.0,0.007207742840991127,127555.10048877119,0.0
StableHGB,stable_hgb,2025/04/16,1.0,1.0,0.0,-0.01993468005322363,125012.33037137074,-0.01993468005322363
StableHGB,stable_hgb,2025/04/17,1.0,1.0,0.0,0.012542272469205917,126580.26908089886,-0.007642433772831803
StableHGB,stable_hgb,2025/04/18,1.0,1.0,0.0,-0.0010824225787497976,126443.25573962147,-0.008716584008709227
StableHGB,stable_hgb,2025/04/21,1.0,1.0,0.0,0.013156899257346533,128106.85691715857,0.0
StableHGB,stable_hgb,2025/04/22,1.0,1.0,0.0,0.0054391551724968235,128803.64999059185,0.0
StableHGB,stable_hgb,2025/04/23,1.0,1.0,0.0,0.007194606560676053,129730.34157585316,0.0
StableHGB,stable_hgb,2025/04/24,1.0,1.0,0.0,-0.0078116265738025215,128716.93659217076,-0.0078116265738024104
StableHGB,stable_hgb,2025/04/25,1.0,1.0,0.0,-0.0007767642017189047,128616.95388367104,-0.008582322983641588
StableHGB,stable_hgb,2025/04/28,1.0,1.0,0.0,-0.012555453452689713,127002.10970595786,-0.02103002147959432
StableHGB,stable_hgb,2025/04/29,1.0,1.0,0.0,0.021304409099082156,129707.81460758009,-0.00017364456147606067
StableHGB,stable_hgb,2025/04/30,1.0,1.0,0.0,0.013534732564723484,131463.37518984842,0.0
StableHGB,stable_hgb,2025/05/06,1.0,1.0,0.0,0.031113927913336337,135553.71716874925,0.0
StableHGB,stable_hgb,2025/05/07,1.0,1.0,0.0,0.012083684294397434,137191.70549194847,0.0
StableHGB,stable_hgb,2025/05/08,1.0,1.0,0.0,0.017344537966341278,139571.23223652068,0.0
StableHGB,stable_hgb,2025/05/09,1.0,1.0,0.0,-0.006438361313231167,138672.62221444907,-0.006438361313231056
StableHGB,stable_hgb,2025/05/12,1.0,1.0,0.0,0.00986031772876661,140039.97832976477,0.0
StableHGB,stable_hgb,2025/05/13,1.0,1.0,0.0,-0.0016504777350773159,139808.84546351078,-0.0016504777350773159
StableHGB,stable_hgb,2025/05/14,1.0,1.0,0.0,-0.002039469473070765,139523.7095911227,-0.0036865811091912892
StableHGB,stable_hgb,2025/05/15,1.0,1.0,0.0,0.0035498247204925892,140018.99430452407,-0.00014984310545440582
StableHGB,stable_hgb,2025/05/16,1.0,1.0,0.0,0.006153303654075071,140880.573693818,0.0
StableHGB,stable_hgb,2025/05/19,1.0,1.0,0.0,0.01628363400594046,143174.62139439507,0.0
StableHGB,stable_hgb,2025/05/20,1.0,1.0,0.0,0.01733963264549554,145657.2167335318,0.0
StableHGB,stable_hgb,2025/05/21,1.0,1.0,0.0,-0.007662957007357862,144541.05174389132,-0.007662957007357973
StableHGB,stable_hgb,2025/05/22,1.0,1.0,0.0,-0.014658599384279047,142422.28237179527,-0.022209228174767226
StableHGB,stable_hgb,2025/05/23,1.0,1.0,0.0,-0.00952704927978354,141065.41826909993,-0.031524689043263776
StableHGB,stable_hgb,2025/05/26,1.0,1.0,0.0,0.012709704657964505,142858.31807275242,-0.01921565387247337
StableHGB,stable_hgb,2025/05/27,1.0,1.0,0.0,0.009623256527289792,144233.0803146237,-0.009777314511737911
StableHGB,stable_hgb,2025/05/28,1.0,1.0,0.0,-0.004257631644258741,143618.98898772724,-0.013993317952335493
StableHGB,stable_hgb,2025/05/29,1.0,1.0,0.0,0.020066350670167488,146500.8979836499,0.0
StableHGB,stable_hgb,2025/05/30,1.0,1.0,0.0,-0.011111228132997697,144873.09308446455,-0.011111228132997586
StableHGB,stable_hgb,2025/06/03,1.0,1.0,0.0,0.012399088333652886,146669.38736278834,0.0
StableHGB,stable_hgb,2025/06/04,1.0,1.0,0.0,0.013050951943125222,148583.5624887877,0.0
StableHGB,stable_hgb,2025/06/05,1.0,1.0,0.0,0.0011422779930798654,148753.28622235204,0.0
StableHGB,stable_hgb,2025/06/06,1.0,1.0,0.0,0.010194090166043113,150269.6906345979,0.0
StableHGB,stable_hgb,2025/06/09,1.0,1.0,0.0,0.013945761236081822,152365.3158612079,0.0
StableHGB,stable_hgb,2025/06/10,1.0,1.0,0.0,-0.008040522613716683,151140.21909347977,-0.008040522613716683
StableHGB,stable_hgb,2025/06/11,1.0,1.0,0.0,0.007691224001028951,152302.6723740923,-0.0004111400731952042
StableHGB,stable_hgb,2025/06/12,1.0,1.0,0.0,0.0029095565560250947,152745.80561299852,0.0
StableHGB,stable_hgb,2025/06/13,1.0,1.0,0.0,-0.01653797511828703,150219.69928034805,-0.01653797511828692
StableHGB,stable_hgb,2025/06/16,1.0,1.0,0.0,0.01361555970057271,152265.02456410168,-0.003147589205264034
StableHGB,stable_hgb,2025/06/17,1.0,1.0,0.0,-0.0029143292584066227,151821.27414798253,-0.006052745352356226
StableHGB,stable_hgb,2025/06/18,1.0,1.0,0.0,-0.005878216046798057,150928.8358980405,-0.011895382054297077
StableHGB,stable_hgb,2025/06/19,1.0,1.0,0.0,-0.022695023860443975,147503.50236610544,-0.03432043993518974
StableHGB,stable_hgb,2025/06/20,1.0,1.0,0.0,-0.002700870722226578,147105.11447513895,-0.03692861558602134
StableHGB,stable_hgb,2025/06/23,1.0,1.0,0.0,0.025340725776846318,150832.86484142503,-0.012523687730058963
StableHGB,stable_hgb,2025/06/24,1.0,1.0,0.0,0.026553705836741548,154838.03636493726,0.0
StableHGB,stable_hgb,2025/06/25,1.0,1.0,0.0,0.005749737923557374,155728.3144946339,0.0
StableHGB,stable_hgb,2025/06/26,1.0,1.0,0.0,0.002054901743198778,156048.32087955432,0.0
StableHGB,stable_hgb,2025/06/27,1.0,1.0,0.0,0.008525086813108596,157378.64636209235,0.0
StableHGB,stable_hgb,2025/06/30,1.0,1.0,0.0,0.015376621339424856,159798.59821411347,0.0
StableHGB,stable_hgb,2025/07/01,1.0,1.0,0.0,0.006206586242389012,160790.40199534225,0.0
StableHGB,stable_hgb,2025/07/02,1.0,1.0,0.0,0.0024891997136555766,161190.6414179476,0.0
StableHGB,stable_hgb,2025/07/03,1.0,1.0,0.0,0.006422921117722247,162225.95619269012,0.0
StableHGB,stable_hgb,2025/07/04,1.0,1.0,0.0,-0.011759491576041947,160318.26142742686,-0.011759491576041836
StableHGB,stable_hgb,2025/07/07,1.0,1.0,0.0,0.016673050752520124,162991.2559367621,0.0
StableHGB,stable_hgb,2025/07/08,1.0,1.0,0.0,0.008061599862168922,164305.22622315667,0.0
StableHGB,stable_hgb,2025/07/09,1.0,1.0,0.0,0.0012508428163870988,164510.74623507276,0.0
StableHGB,stable_hgb,2025/07/10,1.0,1.0,0.0,0.0037478404898079187,165127.30627082108,0.0
StableHGB,stable_hgb,2025/07/11,1.0,1.0,0.0,0.00019435437904702368,165159.39948589506,0.0
StableHGB,stable_hgb,2025/07/14,1.0,1.0,0.0,0.013284529968666359,167353.46447797236,0.0
StableHGB,stable_hgb,2025/07/15,1.0,1.0,0.0,-0.01437899096288342,164947.09052463635,-0.014378990962883531
StableHGB,stable_hgb,2025/07/16,1.0,1.0,0.0,0.012553295380349994,167017.72007412146,-0.0020061993033618775
StableHGB,stable_hgb,2025/07/17,1.0,1.0,0.0,0.007595647699411012,168286.32783536334,0.0
StableHGB,stable_hgb,2025/07/18,1.0,1.0,0.0,0.004472422809906451,169038.97544656962,0.0
StableHGB,stable_hgb,2025/07/21,1.0,1.0,0.0,0.018615103481135487,172185.65346685261,0.0
StableHGB,stable_hgb,2025/07/22,1.0,1.0,0.0,0.00039607296345023357,172253.85154888485,0.0
StableHGB,stable_hgb,2025/07/23,1.0,1.0,0.0,-0.0033393108909187674,171678.64238640494,-0.0033393108909188784
StableHGB,stable_hgb,2025/07/24,1.0,1.0,0.0,0.01304070389243872,173917.4527264219,0.0
StableHGB,stable_hgb,2025/07/25,1.0,1.0,0.0,0.006494082577760407,175046.88702614105,0.0
StableHGB,stable_hgb,2025/07/28,1.0,1.0,0.0,0.01034640810929921,176857.9935575759,0.0
StableHGB,stable_hgb,2025/07/29,1.0,1.0,0.0,-0.0030534670810076214,176317.9634962348,-0.0030534670810075104
StableHGB,stable_hgb,2025/07/30,1.0,1.0,0.0,-0.000607313312412705,176210.883249786,-0.003658925982212957
StableHGB,stable_hgb,2025/07/31,1.0,1.0,0.0,-0.01351961920906719,173828.5792077555,-0.017129077905286505
StableHGB,stable_hgb,2025/08/01,1.0,1.0,0.0,0.017285576830900595,176833.30646905745,-0.00013958706656025388
StableHGB,stable_hgb,2025/08/04,1.0,1.0,0.0,0.014548747990974498,179406.00968128655,0.0
StableHGB,stable_hgb,2025/08/05,1.0,1.0,0.0,0.013450847644209674,181819.17258396515,0.0
StableHGB,stable_hgb,2025/08/06,1.0,1.0,0.0,0.006216946483003971,182949.5326495037,0.0
StableHGB,stable_hgb,2025/08/07,1.0,1.0,0.0,-0.00016192720360153068,182919.90814328156,-0.00016192720360153068
StableHGB,stable_hgb,2025/08/08,1.0,1.0,0.0,0.00974251091920375,184702.00734570724,0.0
StableHGB,stable_hgb,2025/08/11,1.0,1.0,0.0,0.016916219187419923,187826.46698632365,0.0
StableHGB,stable_hgb,2025/08/12,1.0,1.0,0.0,-0.0032119580128905367,187223.176260654,-0.0032119580128905367
StableHGB,stable_hgb,2025/08/13,1.0,1.0,0.0,-0.0028728811883146355,186685.30631955827,-0.006075611627452293
StableHGB,stable_hgb,2025/08/14,1.0,1.0,0.0,-0.025485771904159682,181927.48718483982,-0.03140654187949643
StableHGB,stable_hgb,2025/08/15,1.0,1.0,0.0,0.008632051388608453,183497.89460321976,-0.02304559337433032
StableHGB,stable_hgb,2025/08/18,1.0,1.0,0.0,0.009787500252255388,185293.88029293713,-0.01348365187303946
StableHGB,stable_hgb,2025/08/19,1.0,1.0,0.0,0.015586487602755161,188181.9610609894,0.0
StableHGB,stable_hgb,2025/08/20,1.0,1.0,0.0,0.007426842567008096,189579.5588597402,0.0
StableHGB,stable_hgb,2025/08/21,1.0,1.0,0.0,0.005749221934290949,190669.49381782982,0.0
StableHGB,stable_hgb,2025/08/22,1.0,1.0,0.0,-0.004484718616680428,189814.394789272,-0.004484718616680317
StableHGB,stable_hgb,2025/08/25,1.0,1.0,0.0,0.0026580827663569284,190318.93716086782,-0.0018385566035903356
StableHGB,stable_hgb,2025/08/26,1.0,1.0,0.0,0.009540487077212445,192134.67252139986,0.0
StableHGB,stable_hgb,2025/08/27,1.0,1.0,0.0,-0.03662402991211389,185097.9265278219,-0.03662402991211389
StableHGB,stable_hgb,2025/08/28,1.0,1.0,0.0,-0.004112893679947827,184336.6384356342,-0.04058629285090187
StableHGB,stable_hgb,2025/08/29,1.0,1.0,0.0,-0.007210130006662707,183007.5473075221,-0.04750379040962105
StableHGB,stable_hgb,2025/09/01,0.0,1.0,0.0,0.012874190409866149,185363.62131800174,-0.03524117284267869
